block_id,start_time,end_time,date,K1,K2,K3,K4,K5,K6,K7,K8,pattern,stage,program,n_seconds,duration_s
335,2026-04-07 08:27:50+02:00,2026-04-07 08:27:52+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
336,2026-04-07 08:27:53+02:00,2026-04-07 08:27:53+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
337,2026-04-07 08:27:54+02:00,2026-04-07 08:28:03+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,10,10
338,2026-04-07 08:28:04+02:00,2026-04-07 08:28:06+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
339,2026-04-07 08:28:07+02:00,2026-04-07 08:28:08+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
340,2026-04-07 08:28:09+02:00,2026-04-07 08:28:09+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
341,2026-04-07 08:28:10+02:00,2026-04-07 08:28:11+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
342,2026-04-07 08:28:12+02:00,2026-04-07 08:28:12+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
343,2026-04-07 08:28:13+02:00,2026-04-07 08:28:33+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,21,21
344,2026-04-07 08:28:34+02:00,2026-04-07 08:28:35+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
345,2026-04-07 08:28:36+02:00,2026-04-07 08:28:36+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
346,2026-04-07 08:28:37+02:00,2026-04-07 08:28:38+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
347,2026-04-07 08:28:39+02:00,2026-04-07 08:28:39+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
348,2026-04-07 08:28:40+02:00,2026-04-07 08:28:40+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
349,2026-04-07 08:28:41+02:00,2026-04-07 08:29:14+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
350,2026-04-07 08:29:15+02:00,2026-04-07 08:29:17+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
351,2026-04-07 08:29:18+02:00,2026-04-07 08:29:18+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
352,2026-04-07 08:29:19+02:00,2026-04-07 08:29:19+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
353,2026-04-07 08:29:20+02:00,2026-04-07 08:29:22+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
354,2026-04-07 08:29:23+02:00,2026-04-07 08:29:23+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
355,2026-04-07 08:29:24+02:00,2026-04-07 08:29:30+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,7,7
356,2026-04-07 08:29:31+02:00,2026-04-07 08:29:33+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
357,2026-04-07 08:29:34+02:00,2026-04-07 08:29:35+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
358,2026-04-07 08:29:36+02:00,2026-04-07 08:29:36+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
359,2026-04-07 08:29:37+02:00,2026-04-07 08:29:38+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
360,2026-04-07 08:29:39+02:00,2026-04-07 08:29:39+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
361,2026-04-07 08:29:40+02:00,2026-04-07 08:30:03+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,24,24
362,2026-04-07 08:30:04+02:00,2026-04-07 08:30:05+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
363,2026-04-07 08:30:06+02:00,2026-04-07 08:30:06+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
364,2026-04-07 08:30:07+02:00,2026-04-07 08:30:08+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
365,2026-04-07 08:30:09+02:00,2026-04-07 08:30:09+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
366,2026-04-07 08:30:10+02:00,2026-04-07 08:30:10+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
367,2026-04-07 08:30:11+02:00,2026-04-07 08:30:44+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
368,2026-04-07 08:30:45+02:00,2026-04-07 08:30:47+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
369,2026-04-07 08:30:48+02:00,2026-04-07 08:30:48+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
370,2026-04-07 08:30:49+02:00,2026-04-07 08:30:49+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
371,2026-04-07 08:30:50+02:00,2026-04-07 08:30:52+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
372,2026-04-07 08:30:53+02:00,2026-04-07 08:30:53+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
373,2026-04-07 08:30:54+02:00,2026-04-07 08:31:08+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,15,15
374,2026-04-07 08:31:09+02:00,2026-04-07 08:31:11+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
375,2026-04-07 08:31:12+02:00,2026-04-07 08:31:13+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
376,2026-04-07 08:31:14+02:00,2026-04-07 08:31:14+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
377,2026-04-07 08:31:15+02:00,2026-04-07 08:31:16+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
378,2026-04-07 08:31:17+02:00,2026-04-07 08:31:17+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
379,2026-04-07 08:31:18+02:00,2026-04-07 08:31:33+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,16,16
380,2026-04-07 08:31:34+02:00,2026-04-07 08:31:35+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
381,2026-04-07 08:31:36+02:00,2026-04-07 08:31:36+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
382,2026-04-07 08:31:37+02:00,2026-04-07 08:31:38+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
383,2026-04-07 08:31:39+02:00,2026-04-07 08:31:39+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
384,2026-04-07 08:31:40+02:00,2026-04-07 08:31:40+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
385,2026-04-07 08:31:41+02:00,2026-04-07 08:32:14+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
386,2026-04-07 08:32:15+02:00,2026-04-07 08:32:17+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
387,2026-04-07 08:32:18+02:00,2026-04-07 08:32:18+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
388,2026-04-07 08:32:19+02:00,2026-04-07 08:32:19+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
389,2026-04-07 08:32:20+02:00,2026-04-07 08:32:22+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
390,2026-04-07 08:32:23+02:00,2026-04-07 08:32:23+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
391,2026-04-07 08:32:24+02:00,2026-04-07 08:32:33+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,10,10
392,2026-04-07 08:32:34+02:00,2026-04-07 08:32:36+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
393,2026-04-07 08:32:37+02:00,2026-04-07 08:32:38+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
394,2026-04-07 08:32:39+02:00,2026-04-07 08:32:39+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
395,2026-04-07 08:32:40+02:00,2026-04-07 08:32:41+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
396,2026-04-07 08:32:42+02:00,2026-04-07 08:32:42+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
397,2026-04-07 08:32:43+02:00,2026-04-07 08:33:03+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,21,21
398,2026-04-07 08:33:04+02:00,2026-04-07 08:33:05+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
399,2026-04-07 08:33:06+02:00,2026-04-07 08:33:06+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
400,2026-04-07 08:33:07+02:00,2026-04-07 08:33:08+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
401,2026-04-07 08:33:09+02:00,2026-04-07 08:33:09+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
402,2026-04-07 08:33:10+02:00,2026-04-07 08:33:10+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
403,2026-04-07 08:33:11+02:00,2026-04-07 08:33:38+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,28,28
404,2026-04-07 08:33:39+02:00,2026-04-07 08:33:41+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
405,2026-04-07 08:33:42+02:00,2026-04-07 08:33:42+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
406,2026-04-07 08:33:43+02:00,2026-04-07 08:33:43+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
407,2026-04-07 08:33:44+02:00,2026-04-07 08:33:46+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
408,2026-04-07 08:33:47+02:00,2026-04-07 08:33:47+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
409,2026-04-07 08:33:48+02:00,2026-04-07 08:33:51+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,4,4
410,2026-04-07 08:33:52+02:00,2026-04-07 08:33:54+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
411,2026-04-07 08:33:55+02:00,2026-04-07 08:33:56+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
412,2026-04-07 08:33:57+02:00,2026-04-07 08:33:57+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
413,2026-04-07 08:33:58+02:00,2026-04-07 08:33:59+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
414,2026-04-07 08:34:00+02:00,2026-04-07 08:34:00+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
415,2026-04-07 08:34:01+02:00,2026-04-07 08:34:33+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,33,33
416,2026-04-07 08:34:34+02:00,2026-04-07 08:34:35+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
417,2026-04-07 08:34:36+02:00,2026-04-07 08:34:36+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
418,2026-04-07 08:34:37+02:00,2026-04-07 08:34:38+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
419,2026-04-07 08:34:39+02:00,2026-04-07 08:34:39+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
420,2026-04-07 08:34:40+02:00,2026-04-07 08:34:40+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
421,2026-04-07 08:34:41+02:00,2026-04-07 08:35:14+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
422,2026-04-07 08:35:15+02:00,2026-04-07 08:35:17+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
423,2026-04-07 08:35:18+02:00,2026-04-07 08:35:18+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
424,2026-04-07 08:35:19+02:00,2026-04-07 08:35:19+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
425,2026-04-07 08:35:20+02:00,2026-04-07 08:35:22+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
426,2026-04-07 08:35:23+02:00,2026-04-07 08:35:23+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
427,2026-04-07 08:35:24+02:00,2026-04-07 08:35:27+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,4,4
428,2026-04-07 08:35:28+02:00,2026-04-07 08:35:30+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
429,2026-04-07 08:35:31+02:00,2026-04-07 08:35:32+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
430,2026-04-07 08:35:33+02:00,2026-04-07 08:35:33+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
431,2026-04-07 08:35:34+02:00,2026-04-07 08:35:35+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
432,2026-04-07 08:35:36+02:00,2026-04-07 08:35:36+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
433,2026-04-07 08:35:37+02:00,2026-04-07 08:36:03+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,27,27
434,2026-04-07 08:36:04+02:00,2026-04-07 08:36:05+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
435,2026-04-07 08:36:06+02:00,2026-04-07 08:36:06+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
436,2026-04-07 08:36:07+02:00,2026-04-07 08:36:08+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
437,2026-04-07 08:36:09+02:00,2026-04-07 08:36:09+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
438,2026-04-07 08:36:10+02:00,2026-04-07 08:36:10+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
439,2026-04-07 08:36:11+02:00,2026-04-07 08:36:44+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
440,2026-04-07 08:36:45+02:00,2026-04-07 08:36:47+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
441,2026-04-07 08:36:48+02:00,2026-04-07 08:36:48+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
442,2026-04-07 08:36:49+02:00,2026-04-07 08:36:49+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
443,2026-04-07 08:36:50+02:00,2026-04-07 08:36:52+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
444,2026-04-07 08:36:53+02:00,2026-04-07 08:36:53+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
445,2026-04-07 08:36:54+02:00,2026-04-07 08:36:56+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,3,3
446,2026-04-07 08:36:57+02:00,2026-04-07 08:36:59+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
447,2026-04-07 08:37:00+02:00,2026-04-07 08:37:01+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
448,2026-04-07 08:37:02+02:00,2026-04-07 08:37:02+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
449,2026-04-07 08:37:03+02:00,2026-04-07 08:37:04+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
450,2026-04-07 08:37:05+02:00,2026-04-07 08:37:05+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
451,2026-04-07 08:37:06+02:00,2026-04-07 08:37:33+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,28,28
452,2026-04-07 08:37:34+02:00,2026-04-07 08:37:35+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
453,2026-04-07 08:37:36+02:00,2026-04-07 08:37:36+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
454,2026-04-07 08:37:37+02:00,2026-04-07 08:37:38+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
455,2026-04-07 08:37:39+02:00,2026-04-07 08:37:39+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
456,2026-04-07 08:37:40+02:00,2026-04-07 08:37:40+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
457,2026-04-07 08:37:41+02:00,2026-04-07 08:38:14+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
458,2026-04-07 08:38:15+02:00,2026-04-07 08:38:17+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
459,2026-04-07 08:38:18+02:00,2026-04-07 08:38:18+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
460,2026-04-07 08:38:19+02:00,2026-04-07 08:38:19+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
461,2026-04-07 08:38:20+02:00,2026-04-07 08:38:22+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
462,2026-04-07 08:38:23+02:00,2026-04-07 08:38:23+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
463,2026-04-07 08:38:24+02:00,2026-04-07 08:38:29+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,6,6
464,2026-04-07 08:38:30+02:00,2026-04-07 08:38:32+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
465,2026-04-07 08:38:33+02:00,2026-04-07 08:38:34+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
466,2026-04-07 08:38:35+02:00,2026-04-07 08:38:35+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
467,2026-04-07 08:38:36+02:00,2026-04-07 08:38:37+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
468,2026-04-07 08:38:38+02:00,2026-04-07 08:38:38+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
469,2026-04-07 08:38:39+02:00,2026-04-07 08:39:03+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,25,25
470,2026-04-07 08:39:04+02:00,2026-04-07 08:39:05+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
471,2026-04-07 08:39:06+02:00,2026-04-07 08:39:06+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
472,2026-04-07 08:39:07+02:00,2026-04-07 08:39:08+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
473,2026-04-07 08:39:09+02:00,2026-04-07 08:39:09+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
474,2026-04-07 08:39:10+02:00,2026-04-07 08:39:10+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
475,2026-04-07 08:39:11+02:00,2026-04-07 08:39:44+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
476,2026-04-07 08:39:45+02:00,2026-04-07 08:39:47+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
477,2026-04-07 08:39:48+02:00,2026-04-07 08:39:48+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
478,2026-04-07 08:39:49+02:00,2026-04-07 08:39:49+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
479,2026-04-07 08:39:50+02:00,2026-04-07 08:39:52+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
480,2026-04-07 08:39:53+02:00,2026-04-07 08:39:53+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
481,2026-04-07 08:39:54+02:00,2026-04-07 08:40:03+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,10,10
482,2026-04-07 08:40:04+02:00,2026-04-07 08:40:06+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
483,2026-04-07 08:40:07+02:00,2026-04-07 08:40:08+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
484,2026-04-07 08:40:09+02:00,2026-04-07 08:40:09+02:00,2026-04-07,2,2,2,2,2,2,5,4,2-2-2-2-2-2-5-4,2,13,1,1
485,2026-04-07 08:40:10+02:00,2026-04-07 08:40:11+02:00,2026-04-07,2,2,2,2,2,2,4,4,2-2-2-2-2-2-4-4,2,13,2,2
486,2026-04-07 08:40:12+02:00,2026-04-07 08:40:12+02:00,2026-04-07,2,2,2,2,2,5,4,4,2-2-2-2-2-5-4-4,2,13,1,1
487,2026-04-07 08:40:13+02:00,2026-04-07 08:40:33+02:00,2026-04-07,2,2,2,2,2,4,4,4,2-2-2-2-2-4-4-4,2,13,21,21
488,2026-04-07 08:40:34+02:00,2026-04-07 08:40:35+02:00,2026-04-07,2,2,2,2,2,4,3,4,2-2-2-2-2-4-3-4,5,13,2,2
489,2026-04-07 08:40:36+02:00,2026-04-07 08:40:36+02:00,2026-04-07,2,2,2,2,2,4,3,3,2-2-2-2-2-4-3-3,5,13,1,1
490,2026-04-07 08:40:37+02:00,2026-04-07 08:40:38+02:00,2026-04-07,2,2,2,2,2,4,2,3,2-2-2-2-2-4-2-3,5,13,2,2
491,2026-04-07 08:40:39+02:00,2026-04-07 08:40:39+02:00,2026-04-07,2,2,2,2,2,4,2,2,2-2-2-2-2-4-2-2,5,13,1,1
492,2026-04-07 08:40:40+02:00,2026-04-07 08:40:40+02:00,2026-04-07,2,5,2,5,2,4,2,2,2-5-2-5-2-4-2-2,5,13,1,1
493,2026-04-07 08:40:41+02:00,2026-04-07 08:41:14+02:00,2026-04-07,2,4,2,4,2,4,2,2,2-4-2-4-2-4-2-2,5,13,34,34
494,2026-04-07 08:41:15+02:00,2026-04-07 08:41:17+02:00,2026-04-07,2,3,2,3,2,3,2,2,2-3-2-3-2-3-2-2,6,13,3,3
495,2026-04-07 08:41:18+02:00,2026-04-07 08:41:18+02:00,2026-04-07,2,2,2,2,2,2,2,2,2-2-2-2-2-2-2-2,6,13,1,1
496,2026-04-07 08:41:19+02:00,2026-04-07 08:41:19+02:00,2026-04-07,5,2,2,2,5,2,2,2,5-2-2-2-5-2-2-2,6,13,1,1
497,2026-04-07 08:41:20+02:00,2026-04-07 08:41:22+02:00,2026-04-07,4,2,2,2,4,2,2,2,4-2-2-2-4-2-2-2,6,13,3,3
498,2026-04-07 08:41:23+02:00,2026-04-07 08:41:23+02:00,2026-04-07,4,2,2,2,4,2,2,5,4-2-2-2-4-2-2-5,6,13,1,1
499,2026-04-07 08:41:24+02:00,2026-04-07 08:41:34+02:00,2026-04-07,4,2,2,2,4,2,2,4,4-2-2-2-4-2-2-4,6,13,11,11
500,2026-04-07 08:41:35+02:00,2026-04-07 08:41:37+02:00,2026-04-07,3,2,2,2,3,2,2,4,3-2-2-2-3-2-2-4,2,13,3,3
501,2026-04-07 08:41:38+02:00,2026-04-07 08:41:39+02:00,2026-04-07,2,2,2,2,2,2,2,4,2-2-2-2-2-2-2-4,2,13,2,2
